Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
1484,B000GULKW6,A1W46C4YM9VOM3,Lauren,1,1,5,1167609600,Applesauce Spice Cake,"As I was growing up my mother always made apple sauce cake for every birthday and special occasion.  After I was diagnosed with celiac I began trying to make a cake that was like the one my mother made.  After 6 years I gave up trying.  Then I saw this mix in the store 2 years ago and got very excited with the prospects.  When I make the cake I tweak the mix recipe a little. I add to the dry mix 1/4 cup coco, 1/2 cup chopped walnuts and 1/2 raisins. I use 3 large eggs, 3/4 cup apple sauce, 1/3 cup of oil and 1/3 cup water instead of what is listed on the bag.  This cake and the chocolate cake mix also made by Namaste are our family's favorites.  This includes my husband and children who are not celiac and are VERY picky eaters!"
1485,B000GULKW6,A2GAXGETOQMLJC,Kelly Kent Johnson,0,0,5,1168473600,Can this really be gluten free?,"I served this wonderful cake at a Christmas party at my house.  As the only celiac in the crowd, I decided to wait until the others had tried it, before revealing that it was gluten free.  Everyone raved over the great taste!  The package included directions for making the mix into a carrot cake, which is how I served it.  My own two boys said it was the best cake I had ever made, including the traditional wheat flour cakes I sometimes make for the rest of my family.  It was moist, spicy, and rich.  It reminded me of the cakes my grandmother made when I was growing up, and she was a terrific cook.  I highly recommend this one!"
1486,B00032EZRY,A38ZY2DCQC9W1G,B. Price,0,0,5,1253404800,Smells Great,"This product arrived with the sanitary seal in place and in good condition.  After nearly 10 months in Iraq, being able to shake pepper out of this thing and smell it in the air is heaven compared to the tiny little pepper packets they give us that have little to no taste.  I really do love the smell of this pepper and it tastes great.  You may be better off buying it in the grocery store and not paying for shipping if you can manage that, though =)"
1487,B000YZTAS4,A2IOTFFGCHHDKU,"Minnie Mouse ""single mom""",2,2,5,1241740800,Delicious black jelly beans,"Not wanting to pay $9 per pound at the local mall for black jelly beans, I came to my favorite online store, Amazon. With free shipping I could not beat the price. I went from paying $9 per pound to $3.50 per pound. I was afraid that maybe the good deal meant that they were stale but to my suprise they were fresh and delicious. I bought them for my mother for Mother's Day because she did not get a chance to buy any for Easter. With 10 pounds, I had plenty to share with my friends too."
1488,B000YZTAS4,A1RATYM2APIF9V,Cindy L. Franz,1,1,5,1288051200,Fantastic!,These jelly beans are wonderful.  They are smaller than regular jelly beans but that doesn't take away the flavor.  I would recommand these to anyone.
1489,B000YZTAS4,AYGIIQGSHKZNI,Audes,0,0,5,1294358400,BEST Licorice Jelly Beans EVER!,"Licorice Jelly Beans use to be my absolute favorite in the jelly bean flavors (I no longer eat sugar).  These were bought as a gift, so I did get to try a few just to see how they  are.  I've had many over the years before giving up on sugar and honestly have never had any with this good a flavor!  Also their customer service is excellent! I needed to contact them and they were very responsive and also willing to do just about anything to make sure even ONE customer is happy - something lacking in most companies these days.<br />To compare - I tried a couple Jelly Belly licorice ones and to me they had a fruit flavor that was just wrong - not enough of a licorice taste.  Gimbal's is less expensive this way and superior in every aspect of a licorice jelly bean.  This is a LARGE quantity!! Keep that in mind when purchasing - either have a lot of jelly bean lovers in your life, or a large family or collection of friends to share with - unless of course your sweet tooth won't stop and then, just savor them all yourself ;-)<br />Enjoy!"
1491,B0004MUZKO,ATDE9JYCPI0L1,Alyssa A. Lappen,0,0,5,1138838400,Scrumptious,"Soy milk is scrumptious and this variety has some extra nutrients added. It's a great, nutritious, high-calcium, no cholesterol product at a great price. Buy a case."
1493,B000F7PW8S,A7UWXM2CII0UF,"Madeline M. Denlinger ""mad""",0,0,4,1348876800,Very good.,This product is very good.  It goes a long way.  But quite as good as the one at DD.  Good product not the less.
1496,B002JLT6QC,A1EVDWA956XRJW,"Krystal-Karma ""Blessings, Joy and Love""",1,1,4,1319760000,Prefer the whole slices,"I absolutely LOVE the just tomatoes tomatoe slices. I thought the bits might be good for soups etc., but they don't seem to have the same sweet flavor of the slices. I will ues these up, but go back to the slices. On the whole, a great product."
1497,B002JLT6QC,A1E7G56OX03JKO,Ranch Girl,1,1,5,1309996800,Nice to have in the pantry,"I toss some of these in soups, or hydrate in a bit of hot water and add to salads or salad dressings. They add a nice somewhat meaty flavor, (almost like bacon bits but healthy), to almost any dish."
1498,B002KGN4LE,AIUQ25LZLYSJR,David T. Johnson,23,23,5,1275955200,Detailed reply from company over infant feeding and DHA/ARA,"MY QUESTION FOLLOWED BY THEIR REPLY - VERY GOOD CUSTOMER SERVICE!!<br /><br />Hey guys,<br />So we are trying to feed a new born as much breast milk as we can, however there is not enough to meet his nutritional needs.<br />So a formula is in order as a supplement. With that, we are interested in your toddler formula, and it appears that since this meets the FDA Infant Formula Guidelines, that it should be safe, (and opinions on the Internet seem to feel the same way). However, our doctor says that it should not be used because of the higher amounts of calcium and phosphorous. He was also concerned about using the DHA/ARA supplement with concerns about the egg white process and that the proteins in egg whites are not good for an infant. Any thoughts on this? Thanks!<br /><br />THEIR ANSWER<br /><br />Dear Dave,<br /><br />Thank you for contacting Nature's One®.  Firstly, you are correct in that our Baby's Only Organic® formulas meet the nutritional requirements of the FDA's Infant Formula Act. No dilution is needed for babies under 12 months of age. Please follow label mixing instructions.<br /><br />Regarding the calcium and phosphorous content in Baby's Only Organic® formulas, calcium is an essential nutrient needed for bone health. The American Academy of Pediatrics Expert Panel for Nutrient Levels in Infant Formula has provided recommendations on the amount of calcium with the minimum per 100 Calories being 50 milligrams and the maximum being 140 milligrams per 100 Calories. Phosphorus is another important mineral for bone health. The Expert Panel has also recommended that the calcium to phosphorus ratio in an infant formula be no less than 1.1 or more than 2.0. Baby's Only Organic® falls within these ranges with our calcium at 135 milligrams per 100 Calories and a calcium to phosphorus ratio of 1.5.<br />Reference: Committee on Nutrition, Pediatric Nutrition Handbook, The American Academy of Pediatrics, 2009, pages 1245-1246.<br /><br />The balance between calcium and phosphorus is most important for bone development. The calcium to phosphorus ratio in both Baby's Only Organic® formula and Enfamil NextStep is 1:5. Thus, Baby's Only Organic® formulas provide an appropriate ratio of calcium and phosphorus for toddlers and an appropriate overall quantity of calcium and phosphorus.<br /><br />Regarding our Baby's Only Essentials® DHA/ARA supplement, The DHA utilized in our Baby's Only Essentials® DHA & ARA supplement is sourced from egg yolk phospholipids. You are probably aware that most often an egg allergy is caused by the egg white rather than the yolk. Additionally, it is the protein component of foods that usually elicit an allergic reaction. Because we use the phospholipids (not protein) from the egg yolk, there is only a very minute chance that an allergic response will ensue.<br /><br />If your child has a history of allergies, we highly recommend that you consult your child's healthcare provider.<br /><br />DHA is also found naturally in other foods, including oily fish like trout, sardines, tuna and salmon and the yolk of eggs. Dietary ARA is available from animal meats, dairy foods, eggs, peanuts and nori seaweed. As your child increases the variety of foods in her diet, you can include some of these foods in her diet. Other natural sources of DHA would include fish oil or fish oil supplements. Unfortunately, it is difficult to insure that these are free from mercury or other environmental toxins. But, also remember that these fatty acids can be formed from dietary linoleic and linolenic acids (nuts, seeds, grains legumes, vegetables and their cold-pressed oils). By including good sources of high quality fats in the diet, your child will easily be able to meet her specific needs<br /><br />Most egg allergies are a result of ingestion of egg white; egg yolk allergies are rare.<br /><br />Proteins are the component of foods that cause allergic reactions. Egg allergy is usually due to the proteins in the egg white. These protein allergens are: ovomucoid, ovalbumin, ovotransferrin; lysozyme, and ovomucin.<br /><br />However, there can be a rare situation of egg yolk allergy. The literature to date usually associates egg yolk allergy to a reaction triggered by inhaled bird allergen, referred to as Bird-egg syndrome. This is a very rare syndrome.<br /><br />Egg allergy can also be seasonal. Oak pollen, short and western ragweed and the goosefoot family of weeds may cross react with eggs when these pollens are in season.<br /><br />The estimated point prevalence of egg allergy in children is 1.6% by 2.5 years of age. (1) Again, egg white is usually the cause of an egg allergy. Most children outgrow an allergy to eggs by 5 years of age.<br /><br /> (1) Eggesbo M, Botten G, Halvorsen R, Magnus P, ""The prevalence of allergy to egg: a population-based study in young children,"" Allergy 56; 5:403<br /><br />I hope this information is helpful to you. Thank you for your interest in Baby's Only Organic® formulas. Please let me know if you have additional questions.<br /><br />Sincerely,<br /><br />Lori<br />Nature's One Inc.<br />[...]<br />[...]<br />Toll Free [...]"
1499,B002KGN4LE,A1AQPNFHTL0ZQH,L. Juarez,9,9,5,1272931200,Colic/acid reflux babies...try this!,"HANDS DOWN the best formula on the market.  Sadly, my breast milk dried up so I had to fine a formula.  My poor son has so many GI, stomach, gas, crying, reflux, etc issues.  We were on Alimentum for over a month.  We even tried the ready to eat b/c I heard it was corn free.  I also tried the hypoallergenic version by Enfamel.  Nothing made him better.<br /><br />After researching DHA/ARA...I found some scary things.  Basically, it is made by using chemicals.  There are some babies that have had a horrible reaction to this b/c of the toxins.  You can google it.  Anyway, I found this organic formula that didn't have it in it (you can buy DHA/ARA seperate made from eggs organically and no chemicals).  I was nervous...b/c my son had so many issues...I didn't want to make it worse.  But I tried it!  Seriously, it has changed my son's life!  He is a completely different baby!  I no longer even give him acid reflux meds anymore...I mean of course it is still there...but that is how much better it is.  My son has been on this since he was 6 weeks.  I know it says toddler, but if you go to their site it is FDA approved for infants.  They say toddler b/c they fully support breast feeding for the first year.  It has the same cals, fats, nutrients, vit, minerals pretty much as the other leading brands...it's just organic...no DHA/ARA..and they don't use corn syrup.  Seriously, try this formula!"
1500,B002KGN4LE,ARJ6S4NC2USL8,Epochx,5,5,5,1270512000,A Great Product!!!,"I can't believe I am the first to review this great product.<br /><br />We have been using <a href=""http://www.amazon.com/gp/product/B001BM4JLC"">Earth's Best Organic Infant Formula with Iron, 25.75-Ounce Canister</a> (which is also a great product) up until our little started showing signs of lactose intolerance. After consulting with the pediatrician, we started searching for a suitable alternative.<br /><br />Whilst Soy formulas are being offered as the ""lactose free"" alternative by many, our first preference was ""non-soy"" alternative. We also wanted a natural & organic product, free of those nasty chemicals and ingredients. After a considerable amount of research and shopping around, we found this was the best choice out in the market that was both lactose free and natural/organic.<br /><br />Our little one also took to this formula very well and doing a lot better on this formula."
1501,B002KGN4LE,A2UUIL3VICQQH0,Emily R.,1,1,5,1310256000,BUY ELSEWHERE,You can find this 6-pack for $40 dollars less at diapers.com.  No reason they should be charging this much.
1502,B002KGN4LE,A253U7UEJQCVJI,"Johanna Castano ""JC""",1,1,5,1285286400,Best Organic milk out there..my baby switched from Similac Soy,"Our 9 month old originally was spitting up a lot. We had him 1st on Similac regular, then went to Similac Sensitive and finally to Similac Soy.  The soy did the trick. He was on similiac soy for the past 6 months. When the Similac recall went through, my wife became disgusted with Similac and suggested we try a new brand. I was reluctant but did so anyway.  We reminded ourselves that as babies get older, they become less fussy, less gassy and maybe they don't need SOY anymore if that's what they were used to. So I went to my local Whole Foods store and bought the Lactose Free Baby's only formula. AN instant hit !!!!! My son loves it ! Seriousely. He gobbles it down...all 6 oz in once shot. Before with the similac soy, he would have to take a break in between.  My wife actually tasted the milk and said it is delicious compared to similac soy.  Well, if adults like it, I am sure babies would too !  I am very happy thus far with our choice. We were going to get Natures Best, but read that the way they extract their DHA is not ideal. Glad I realized that.  So far so good ! We always thought that our baby would be stuck with SOY formula...thank's to the similac recall and some good old fashioned parent intuition, we realized that is NOT the case.  I am happy about that since SOY can cause some hormonal problems.....babies and adults alike.  Thank you Baby's only for making an excellent product !"
1503,B002KGN4LE,A3DJW4XFP0IN2K,shomag,1,2,5,1289606400,We are a fan,"When my daughter was an infant, she was allergic to something in my breastmilk and was put on Neocate which worked wonders for her allergic colitis.  For my son, we were therefore very careful when it came time to picking out a formula to supplement breastmilk.  His stomach does react when I have accidentally had more dairy than I can tolerate so my pediatrician recommended a lactose free formula, especially given our Asian background.  I wanted something organic, not soy, lactose free, and with as clean of a label as possible and this formula fulfills all of those criteria.  My son didn't like it at first, but now he switches easily between breastmillk and formula.  He has not been gassy nor spit up on it.  I really wish Amazon stocked it."
1504,B003UIDAHY,A38XPXH1KQDJ65,Tina,5,5,5,1297036800,Absolutely awesome!,"I love pasta, but it does not love me.  I just don't seem to be able to digest it.  But this pasta, not only tastes great, it is so easy to digest.  And, as an added bonus, it is healthy & low in calories.  I have now tried every version of this pasta & they are all amazing.  Some reviewers complained that the pasta is too firm, but that is not the case.  You simply need to cook it a bit longer than regular pasta & then it is light as a feather. Because of how wonderful it tastes & because it is so light, you would think that you were eating homemade pasta.  Almost hard to beleive that this stuff comes out of a box! :-)"
1505,B003UIDAHY,A3TJGCKCDKEARQ,Kabbalist Karen Boaz,3,3,5,1294099200,Pasta Lovers Dream,"I eat this pasta every day, without guilt. I love this pasta. I maintain my desired weight without any problem. You have to cook this pasta a little longer than normal pasta, but it is every bit as good."
1506,B003UIDAHY,A3UCN2RGY7O6S1,"Joanne ""Gotta Eat, Gotta Cook""",2,2,5,1318723200,Good!,"Each box is 8oz and usually I make 8oz mixed with some lean protein for a meal for both my husband and I, and if we have leftovers, it's rare.  This time however, I had half of it leftover only b/c we felt full and couldn't eat anymore.  I wonder if this is b/c of the high amt of fiber. Whatever, this morning my hubby tells me he's down 3 lbs. too.  I'm jealous. Also, I've been on an eating binge almost 2 weeks, always feeling unsatiated. Last night I had no strong urges to eat snacks.  I ate an apple more out of habit to eat something than b/c I was truly hungry. I won't say this is the outcome for everyone, but I thought I'd share.  I'm using the leftover pasta in my bean soup tonight. I'd like to eventually try the different varieties of shapes of pasta now, too."
1507,B003UIDAHY,A3K57B9OHFDZUN,M. M. Johnson,2,3,5,1313366400,great calorie cutter,I love this stuff and only get it through Amazon.  It arrived on time and good condition and I enjoy it.
1508,B003UIDAHY,AQM8KB1QW0C9X,"William A. Ross ""chronic reader""",0,0,5,1349568000,Real Pasta With Half the Calories and Most of the Taste!,"Just a quick note... a very good friend of mine who also battles weight issues and love pasta turned me on to this product.  We bought a box at Whole Foods and I was impressed by the taste but especially by the low calories and high fiber content.  Amazingly it's about 40% cheaper at Amazon than at Whole Foods, and being an Amazon Prime customer saved me on shipping.<br />I'll be back for more soon.  I love quality and a bargain."
1509,B003UIDAHY,A5P7VHV0JAFQQ,"Sharon E. Driscoll ""jewel97""",0,0,5,1348531200,Great Pasta,"Love this pasta.  I mix this with regular pasta for a meal, half and half.  Love the lower calories and the fiber content."
1510,B003UIDAHY,A118XYLK4XA1F8,Nancy Lewis,0,0,5,1343347200,Fabulous!,"My husband and I have been on a low carb diet for two years and I miss pasta most of all. We've tried other low carb pastas and weren't crazy about them, but we loved Fiber Gourmet. The taste is midway between white and whole wheat pasta. Unlike other low carb pastas, we didn't experience any side effects in terms of digestive issues (if you know what I mean). I can't wait to try other products from Fiber Gourmet."
1511,B003UIDAHY,A23QCWKO0IXK8G,"MH ""MMH""",0,0,5,1337212800,FiberGourmet light penne,"Love this pasta.  Does cook up a little firm, cooked it a bit longer. Had it with pesto very good.  My husband could not tell the difference so I know it is good.  He is very fussy."
1512,B003UIDAHY,A25X4RBIHA1CA0,"J. Johnson ""JGJ""",0,0,5,1334275200,Italian Born Pasta Lover Gives This 5 Stars!,"Wow ... this pasta tastes just like the real thing unlike the brands labeled as whole wheat pasta. I tried them many times and simply could not get the same pasta-eating experience.  I eat half the box at a time, which is about 4 ozs, and it's so filling I can't eat more if I wanted. It keeps me satiated all night. I don't even get the urge to snack. This is like a miracle to me.  Even my children who are the absolute pickiest eaters in the world love this pasta and will eat it in substitute for the ""real"" (and unhealthy) alternative. The other reviews are absolutely correct in that you should cook it 2 - 5 minutes longer than you would cook other pasta or even what the box says.  I'm not sure if Amazon will like this comment, but it is much cheaper on the Fiber Gourmet web site at about double the amount for the same price on the day I am writing this review."
1513,B003UIDAHY,AJ2N6YOSV4IC,Susie M,0,0,5,1325808000,FANTASTIC,I am on a low carb diet and have lost 25 pounds.  I was so tired of eating meat all the time but too nervous to splurge on pasta until I came across this product on Amazon.  I cook it a minute or two longer than the directions and top it with full fat Greek yogurt and parm cheese and one serving is so filling and yummy.  Definitely cures my cravings and am now on subscribe and save.  My hubby and son love it too!
1514,B003UIDAHY,A3UNJ1OTN4L316,Patricia Mainster,0,0,5,1322438400,Fabulous product,I don't know how they do it but this product is too good to be true.  Half the calories of regular pasta!! Wow.
1515,B003UIDAHY,A5WOFSMP2PI45,MJS,0,0,5,1319155200,Pasta,Great product.  Recommended by Dr. Oz.  We love pasta but not the calories.  This is much better than whole wheat.
1516,B003UIDAHY,A31FBR5HR4SIJ1,Barbara Z. Chiariello,0,0,5,1316908800,I thought it was exceptional,I brought a box with me to visit my daughter and family.<br />We all enjoyedjthe fiber gourmet light penne  very much.
1518,B001LQNX8S,A2G3ABJ80MXAXY,K. Portera,9,9,5,1253059200,I will never go back to Senseo pods as long as these are available.,"First of all, it is wonderful to have these pods delivered to my door free of charge.  On auto delivery, they are cheaper than the cheapest Senseo pods that I have found (Target/Walmart).  But check out the weight of coffee per Senseo pod vs. this particular Baronet coffee pod.  Not all Baronet pods are this weight, however, so check out the products carefully.  I guess I had better mention that the coffee flavor is great!  One order is for three boxes of these pods."
1520,B001LQNX8S,A21KMEY9SRS4TH,California Collectors Group,0,0,5,1345766400,"Big pods, great value, delicious decaf coffee!","These pods are so much better than the Senseo pods!  At 10 grams, these pods are packed with more coffee than the Senseo pods, making for a better, stronger, more flavorful cup of coffee.  I use these in my Melitta One-One.  Also love that each pod is individually packaged, so they stay fresh.  They come in a stand-up box dispenser which is nice too.  I can't understand the other reviewer here who didn't like the coffee - I love this decaf!  It really is the best pod I've found.  Also the value here can't be beat.  Comes 3 boxes in each order, so in each order you get 54 pods!  And Baronet has so many flavors.  Do check on the other Baronet flavors, though, because all the Baronet pods are not 10 grams, and all the pods don't come individually packaged.  Stick to the 10 gram, individually packaged pods, you won't be disappointed.  I get three different Baronet coffee pod flavors, all on auto-delivery.  Highly recommend.  Yum."
1522,B001LQNX8S,A3N2VG89VUD72P,Amazon Addict,0,0,4,1335139200,"Nice strength, maybe too much vanilla?","I am enjoying this coffee but the vanilla is a little overpowering.  The strength of the coffee itself is very good.  I can use one packet to make 2- 4 oz. cups with the Senseo coffee maker so it definitely saves me money.  Plus, it is just so easy to make coffee and clean up in the morning!"
1523,B001LQNX8S,A212MDP6K4VJS5,"W. R. Stockstill Jr. ""&#34;Bill&#34;""",0,0,5,1332892800,Rich and Flavorful.,"I had been using <a href=""http://www.amazon.com/gp/product/B000UBH9YE"">Senseo Decaffeinated Coffee, 18-Count Pods (Pack of 6)</a> in my <a href=""http://www.amazon.com/gp/product/B0043XYLAA"">Hamilton Beach Personal Cup Stay or Go POD Brewer</a>. Although the Senseo coffee is very good, I wanted some variety. This is what I found and its excellent. The vanilla flavor is rich and most importantly, leaves no after taste. I drink tall cups, 16 oz, so what I am doing is using 1 of each type. The vanilla is strong enough that it still tastes great. The Senseo decaf is a little cheaper, so I do that as a cost saving measure. I also signed up for Subscribe and Save to further reduce cost.  If you like vanilla coffee and have a pod brewer, I am confident you will love this coffee."
1524,B001LQNX8S,A2HTVWX1NWM33W,M. Scott,0,0,5,1315180800,Great taste!,So many different flavors to choose from.  I ordered this brand for the first time and the taste is wonderful.  It was the only decaf french vanilla I could find.  I have decided to switch from my old brand to this one.
1525,B000E1HUEE,AFQ9DVNV0Z3O6,Carl R. Olson,9,9,5,1200268800,Great dessert,"This by far the best pudding mix, you don't see this on the store shelves.. Everyone seems to just buy milk chocolate pudding.. and I guess most don't like to cook pudding on the stove, it is best when pudding is cooked cooked.. Instant pudding does not equal this..  Carl"
1526,B000E1HUEE,ASVSX0R3IP0P6,shopper,2,2,5,1325030400,Pudding,We've been searching everywhere locally for this putting.  I was so elated to find it on Amazon.  This is the only pudding my mother made her chocolate pies with and now the tradition continues.  Thank you so much Amazon!!!
1528,B0045TDE4Q,A20P218XU65LCK,610Mary,2,2,5,1330128000,"Quick, Easy and Delicious","My honey has a serious sweet tooth, which I accommodate by preparing him a weekly dessert. Martha White's Muffin Mix is very convenient to prepare because it only requires one-half cup of milk, which I toss into my cuisinart; and wah-la six beautiful muffins with virtually no prep time. They are moist, delicious, and economic."
1529,B0045TDE4Q,AZV26LP92E6WU,"M. Hammond ""ColemanFlGuy""",1,1,5,1347148800,easy to make also,i followed the easy instructions and these turned out delicious. i ate them all. there were only 6 of them. i mixed 1/2 cup of milk into the dry mix and slowly mixed it together. i poured the mix into my sprayed cast iron 6 cup muffin pan. i cooked them in my small convection oven and they cooked up nicely. they were moist on the inside. the mixes were very fresh smelling and had a freshness date well into 2013. the pouch is a nice tough plastic one and will keep the mix fresh. it is very easy to open also.
1530,B0045TDE4Q,ASJ828YAJ6NGR,"Lisa A. Curtis ""LisaC""",1,1,5,1315008000,BEST MUFFINS IN THE WORLD !!!,"WE LOVE LOVE LOVE these muffins. They are moist and delicious !! We like them best the day you bake them. The 2nd day they do dry out a bit but are wonderful if you pop them in the toaster oven for a few min to warm them up, then they are good as new. Our only complaint is that they are DIFFICULT to find !! BUT DEF Worth every penny !!"
1531,B0045TDE4Q,A1SDD92YHPVZRM,"Harold S. Freeman ""stutac2""",1,1,4,1301529600,Martha White Chocolate Chocolate Chip Muffin Mix,"This was my first time purhcasing muffin mix as well as baking muffins.  To me the muffins came out a little dry, but tasted great and the people I shared them with said they were good too.  I will, more than likely, purchase Marth White Muffin Mix in the future.  The muffin mix came at an excellent price and I can't complain.<br />Thank you Amazon.com for having most everything under the sun for sale."
1533,B000KM7DVC,A1F8ZVEP18FL45,Jim,0,0,5,1312156800,Love it!!,"I brought 2 bottles.  One I carry in my pocket and the other for home.  I fell in love with this while on vacation in Belize.  Just a couple drops does the trick.  Packs a ton of flavor, but not too hot that it overpowers your food."
1534,B00116629A,A3FAQACBPKDOWC,"J. Lehrer ""JL""",2,2,4,1234742400,Good but way too expensive,"Good product and decent shipping. However, the price was $15.95 and I later found the same item in a local store for $6.95. What a gouge."
1539,B000E7WM0K,A24FTIZ8U0TI6U,Jahnna,1,1,4,1163116800,Really good!,"The Taste of Thai Coconut Ginger Noodles are really yummy! The coconut and ginger flavors are very mild.<br /><br />Each recloseable, Chinese-takeout-shaped box conveniently serves as a microwaveable container. One box makes enough for me to have 2 very filling lunches or for my whole family to share as a side dish. (The kids always lunge at the opportunity to have these!)<br /><br />The only negative thing I can say is that I wish there weren't so many separate little seasoning packets to mix in (3, plus the noodles); a single combined spice packet would be easier. (Of course, one benefit of multiple packets is the ability to leave out a certain spice if you're not fond of it, but I like them all!)"
1541,B000E7WM0K,A2GBFT3IGK7862,"Frankly Speaking ""Hard work never killed anyo...",0,0,4,1309824000,More than just a taste of Thai,"Provided you use clean (preferably purified) water to cook this, it can be a great tasting hold over to a main meal. Far superior to most instant noodle packages out there and for the most part, gluten and meat free (except for the shrimp flavor).<br /><br />While some people have remarked on the ""over-sized"" packaging, this actually allows for a good and thorough mixing of the flavor packets and noodles with little chance of spillage.<br /><br />While the coconut ginger variety tastes good, it may be a bit too subtle for those looking for an actual ""taste of THAI."" I'd recommend the Thai Peanut noodles for those seeking something with a bit more of a pronounced Thai flavor and highly recommend The A Taste Of Thai Peanut Salad Dressing (added to salads, meats or the Peanut Noodles) for a very spicy Thai experience.<br /><br />Overall for the taste and quantity, the subscribe and save offer provides the best deal. Comparatively speaking in terms of price, Wal-Mart offers most of these noodles a few cents cheaper (compared to the subscription price) but do not seem to carry the Coconut Ginger Variety. At least not at the store near me.<br /><br />If you haven't tried this brand of instant noodles yet, I think you'll be in for a treat."
1542,B000E7WM0K,A1MJV8L3KIDDXD,Carole in OK,0,0,5,1255996800,Taste of Thai Coconut Ginger soup,I really like this soup.  It is mild and I don't like anything that is to hot.  IT is just right.  Has a good flavor and is something I can take to work and pop in the microwave. I would buy it again and again.
1543,B000E7WM0K,AV727S21MQ8IB,Kikitastrophe,0,0,5,1245542400,Delicious!,"This is quick, easy and portable, and I think it tastes great! It's my favorite flavor."
1547,B000E7WM0K,AINZRFRVI8H8E,"Juliet ""Celiac Kid Mom""",0,0,4,1173916800,Great gluten free quick fix meal,"It's very tasty and very easy to make.  If you're in need of a very quick, filling meal and it needs to be gluten free, this works out great.  Try the Thai Peanut one, too."
1548,B000E7WM0K,A3BJ9NS09YGQT5,"Atl Chris ""Atl Chris""",0,0,5,1164585600,Easy and delicious,"We ordered a pack of these and ate through them very quickly! My husband and I both like taking them to work for lunch. Here's my recipe, so that I get more protein: I slip a fresh unbroken egg into the box before I leave home in the morning, then I add the egg to the water before I cook it at lunchtime."
1549,B000E7WM0K,A160JZXED5K7P1,gf gal,0,0,4,1163030400,Gluten free goodness,Very tasty gluten-free option.  My kids loved it as it wasn't too spicy.
1550,B000E7WM0K,A3G12K8YIPCKQ,"Janice Miller ""Amazon Warrior""",0,0,4,1156464000,Tasty and Easy,The Thai Coconut Ginger Noodles are quick and easy to prepare. You will be rewarded with delicious noodles to enjoy by yourself or share as a side dish with another noodle enjoyer.
1551,B000E7WM0K,A2AJ5VNBX7RGPP,Lucy Ackland,0,0,5,1156118400,"Quick, Yummy, Unusual Soup",I liked this so much that I re-ordered and will keep<br /><br />re-ordering.
1556,B000E7WM0U,A1P5FEFX2JNK4T,C. Crowe,5,5,5,1171238400,Yum!,"This is a great and delicious way to eat Thia food at home.  Just ""melt"" the entire packet (if you like it spicy) into two cans of coconut milk in a pan.  Then add your favorite meat and veggies.  I usually use chicken strips and a bag of frozen asian veggies."
1557,B000E7WM0U,A35HOUWHAYZZN6,Hedera Femme,3,3,5,1179619200,tasty and so easy,"While the restaurants always do it best, these curry pastes are pretty tasty. It's easy to use,  fast, and you can add the meat and veggies of your choice. For those of you scared of something spicy, you might use a little less, but for most, it's just right, and for those that like it spicier, you can add a little crushed red pepper. Since the coconut milk has to be added separately, you can also control the fat content--you can go light or go with the much yummier, creamy stuff. I find the green curry is a little sweeter than the red and panang curries, and is maybe a little less spicy."
1558,B000E7WM0U,A1QEZ01P4PH82D,"Rufus the Dog ""Rufus""",3,3,5,1162512000,Hot Hot Hot,Much hotter than your normal green curry. One pack makes many servings.
1559,B000E7WM0U,A1WOMXOEX90ARI,"Avid Camper ""WS""",1,1,4,1275436800,Very Good Thai Green Curry!!!,"Used to use another brand (that changed), in a jar, but this is so much better! Has a very pleasing hot spicy taste with a hint of lemon/lime and a good amount of heat. It is a little too salty though, if you like to use a fair amount to ""spice it up"". We wish it had a lower sodium content. While, made from scratch with fresh ingredients is always better; this is the next best thing! Really good with chicken, beef, pork, tofu and veggie dishes. Quick and easy to make good-for-you meals. We don't like the packaging and wish it were in a jar, but other than that and the sodium content, we like it. Will buy again!"
1560,B000E7WM0U,AC82K46M2JV8Y,Janneman,0,0,5,1288310400,Curry Paste,"Second order.  Very good, hot which I like but best to sample as per your preferences."
1561,B000E7WM0U,AH6BI8F3EE6K1,Amazon Addict,0,0,5,1266624000,"Tons of flavor, very spicy, excellent.","I was really impressed with this.  There are many flavors, and quite a bit of heat.  With this and your favorite brand of cocunut milk you can make some great Thai curries at home."
1562,B0052BRVTK,A2VJ5ALN1BIV3B,"terster ""Terster""",0,0,5,1347408000,House Blend is good coffee,"Different flavors for different people.  Not everyone is going to like this just as others, like me, will love this coffee.<br /><br />It's totally subjective.<br /><br />I give it 5 stars.  I enjoy this coffee a lot and the price is very reasonable, in my opinion.  It matches my local big box grocery store."
1563,B001EU5S9S,A2E6BR5S4KHH55,KJ,1,1,5,1343347200,my order,"I was at a 5 star hotel and was served this tea during a meeting.  It was fantastic.  I asked the server if they could get me the name of the company, but they were unable.  Thank goodness for Amazon I was able to find it.  It's the best I have had in many years.  It arrived on time and very securely packed."
1564,B001EU5S9S,A21PU11G08TUTL,gekko,1,1,5,1262217600,DELICIOUS!,"I totally love this tea.  It brews to a beautiful reddish color.  It is very aromatic and beautiful to look at.  It could be potpourri.  I love the sachets it comes in - very elegant.  I just bought my third canister of it this morning.  I have everyone at my office and my friends loving it, too!  Best with honey pearls also sold by White Lion Tea.  And it's organic!"
